-18726.5,20634.1
-24563.4,15250.8
-26471.1,20376.3
-14307.6,10867.6
-16403,11650.7
-16143.6,19931.7
-11847.5,14745.4
-19189.7,15031.5
-17903,12939.3
-14749,19972.1
-14878.6,15682.1
-15794.9,17675.3
-17240.3,19214.9
-15602.6,15953
-11356.9,19745.4
-12596.3,20732.7
-19628.4,19088.2
-15787.7,21332.6
-19301.4,18983.7
-14009.8,18176.1
-16915,22560.4
-19316.4,14354.7
-17796.6,12787
-13947.4,14702.4
-15129.2,14122.7
-14587.8,18455
-20019.6,13276.7
-23243.8,18489
-17463.6,14204.6
-15681.2,21820.2
-20745.4,16184.5
-17549.3,15767.9
-17372.8,19025.6
-15287.2,15260.2
-18536.5,9535.13
-17795.2,17643.9
-14069.9,15665.5
-16654.4,16696.4
-16912.8,11510.6
-15694.4,16807.6
-17335.1,16504.2
-15180.5,12591.6
-16399.3,17243
-17171.5,16079.4
-17731.4,14405.8
-20497.8,12752
-20398.8,17437.6
-19109.6,11438.3
-13335.4,20453
-15481.1,15940.4
-14734.4,12937.4
-19133.4,14984.2
-18651.7,12210
-19512.3,16357.6
-16699.9,16112.6
-16191.7,17730.5
-11904.9,15930.1
-16726.8,19666.8
-17433.9,15621.8
-16358.1,15463.1
-18484.5,18419.2
-18828.2,17838.8
-17397,13743.8
-19944.9,16681.7
-18026.1,17374.7
-15529.5,16378.2
-16047.2,14685.9
-17637.6,14577.2
-13686.4,14892.1
-15648.8,16978.3
-16023.2,16315.5
-17233.6,14610.6
-16005.6,15242.4
-17134.7,16049.4
-16674.7,12284.7
-17116.6,18403
-17394.1,15729.9
-16243.1,15512.5
-17807.4,15551.4
-16348.3,16312.3
-17767.6,16106.4
-16669,18293.3
-14694.9,17699.3
-19564.3,15141
-17206.1,12737.7
-15551.6,13894
-17377.1,18311.7
-16774.4,16347.4
-15140.3,14614.7
-17868.8,15266.9
-17081.4,14890.3
-17203.5,16516.5
-17164.8,14574.6
-15791.8,15509.7
-18600,17103.1
-17634.8,15390.3
-15861.3,16157.7
-16198.3,14472.9
-17041.8,13193.5
-14454,16798.9
-15094.1,16513.4
-16556.6,15023.9
-19274.4,18711.7
-15801.2,13600.1
-16458.7,20029.3
-19827.2,11558.3
-13132.7,14240.5
-16520.3,17559
-15663.4,15545.7
-18797.9,13129.5
-18053.2,17040
-20001.2,15246.6
-14315.1,14243.1
-15153,13715.4
-19506.7,18447.5
-13538.1,14955.7
-16773.8,12086.9
-18742.3,17307.4
-17610.7,15184.3
-16098.4,14352.6
-16791.8,18269.8
-18675.2,16624.6
-16292.2,15637.8
-14342.4,14541.9
-16022.3,15867.6
-17555.3,17254.3
-14042.5,13707.5
-17121.5,15389
-16111,15130.7
-18645.7,15722.1
-17322.1,17210.4
-17774.6,14512.1
-18571.3,13390.3
-17679.7,16826.8
-18009.7,16778.6
-17068.4,16019.6
-14685,14358.4
-16071,16288.2
-17422.5,15138.4
-16692.4,15311.2
-15674.8,14747.2
-15348.7,16700.3
-17570.6,14613.3
-13543.7,9573.99
-14568.3,15242.8
-17838.1,17210.9
-15575.1,13001.4
-16524.9,15577.9
-18325.3,13218.4
-19705.5,13272.4
-16620,15446.3
-14256.9,12618.6
-15815.4,15849.5
-16900.3,15178
-15788.9,14011.2
-14308.5,15483.4
-16112.7,13568.9
-16573.9,13372
-18501.8,15462.4
-16730.7,12849.9
-17712.4,14578
-19511.7,13033.7
-15877.2,14138.6
-15547.5,11348.1
-16342.7,13331.3
-19319.9,16401.3
-17145.3,13497.1
-16016.6,13426.4
-17593.4,15990.4
-17839.6,14260.5
-20329.9,11786.4
-15663.6,13038.4
-17405.7,12602.1
-14998.7,15487.2
-16158.3,14862.1
-16967.8,14889.7
-17245.2,11350.5
-18045.1,16175.6
-16624.8,12835.8
-16009.2,15064.2
-19874.9,15755
-14853.4,13464.1
-19738.7,12652.4
-15121.8,13375.3
-15894.9,13681.4
-15864.7,12508.9
-15011.4,12421.2
-14619.6,12110.5
-19079.3,12007.9
-16871.7,13471.3
-17007.4,16261
-14283.9,13199.5
-14396.8,13494.7
-15962,12237
-17278.7,8774.2
-17663.5,16675.2
-17462.1,13545.5
-15210.9,14491.2
-17044.4,16107.3
-15369.2,13732.7
-16245.1,11991.7
-14324.4,16593.8
-16355.6,12706
-14545.5,12046.1
-14948.7,12889.3
-15150.9,13116.5
-17241.6,11432.2
-16473.3,13642.9
-18966.5,16813.2
-16393.6,10598.3
-16726,11594.3
